#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 01 09 28 999 99.0 99.0  0.90  9.88  7.93 289 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 09 58 999 99.0 99.0  0.88  8.33  7.57 285 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 10 28 999 99.0 99.0  0.89  9.09  7.23 288 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 10 58 999 99.0 99.0  0.86 11.11  7.07 292 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 11 28 999 99.0 99.0  0.83  9.09  6.74 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 11 58 999 99.0 99.0  0.87 13.33  7.37 289 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 12 28 999 99.0 99.0  0.79  8.33  6.66 288 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 12 58 999 99.0 99.0  0.78  9.88  6.75 287 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 01 13 28 999 99.0 99.0  0.76 10.53  6.25 282 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 13 58 999 99.0 99.0  0.77  8.33  6.31 291 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 14 28 999 99.0 99.0  0.64 13.33  5.74 294 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 14 58 999 99.0 99.0  0.63  9.09  5.68 284 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 15 28 999 99.0 99.0  0.57 11.11  5.25 285 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 15 58 999 99.0 99.0  0.56  7.69  5.21 284 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 16 28 999 99.0 99.0  0.54 13.33  5.16 292 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 16 58 999 99.0 99.0  0.56 12.50  4.75 285 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 17 28 999 99.0 99.0  0.57 12.50  4.51 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 17 58 999 99.0 99.0  0.51 12.50  4.62 291 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 18 28 999 99.0 99.0  0.49 12.50  4.82 291 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 18 58 999 99.0 99.0  0.48  9.88  4.33 284 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 19 28 999 99.0 99.0  0.52 12.50  4.42 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 19 58 999 99.0 99.0  0.49 14.29  4.49 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 20 28 999 99.0 99.0  0.46 12.50  4.57 287 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 20 58 999 99.0 99.0  0.46 11.76  4.09 285 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 21 28 999 99.0 99.0  0.47 11.76  4.79 285 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 21 58 999 99.0 99.0  0.43 12.50  4.94 287 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 22 28 999 99.0 99.0  0.42  9.88  4.64 281 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 22 58 999 99.0 99.0  0.43 11.11  4.98 292 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 23 28 999 99.0 99.0  0.41  7.69  5.47 278 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 01 23 58 999 99.0 99.0  0.43 13.33  5.68 295 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 00 28 999 99.0 99.0  0.49 11.11  5.62 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 00 58 999 99.0 99.0  0.47 11.11  7.16 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 01 28 999 99.0 99.0  0.47 11.11  8.10 289 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 01 58 999 99.0 99.0  0.47 10.53  8.72 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 02 28 999 99.0 99.0  0.46 10.53  8.52 285 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 02 58 999 99.0 99.0  0.50 10.53  8.95 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 03 28 999 99.0 99.0  0.42 10.53  8.56 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 03 58 999 99.0 99.0  0.49  9.09  8.76 284 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 04 28 999 99.0 99.0  0.51 10.53  8.85 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 04 58 999 99.0 99.0  0.51  9.88  9.00 287 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 05 28 999 99.0 99.0  0.51 11.11  8.76 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 05 58 999 99.0 99.0  0.49 11.11  8.87 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 06 28 999 99.0 99.0  0.48 11.11  8.41 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 06 58 999 99.0 99.0  0.52 10.53  8.40 288 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 07 28 999 99.0 99.0  0.55  8.33  8.45 287 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 07 58 999 99.0 99.0  0.57  9.88  8.53 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 08 28 999 99.0 99.0  0.52  9.88  8.16 289 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 08 58 999 99.0 99.0  0.54  9.88  8.15 294 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 09 28 999 99.0 99.0  0.50  9.88  8.03 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 09 58 999 99.0 99.0  0.50  9.09  7.82 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 10 28 999 99.0 99.0  0.49  9.09  7.77 285 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 10 58 999 99.0 99.0  0.48  9.88  7.66 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 11 28 999 99.0 99.0  0.45  9.09  7.35 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 19 58 999 99.0 99.0  0.47 10.53  6.31 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 20 28 999 99.0 99.0  0.47 12.50  5.97 288 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 20 58 999 99.0 99.0  0.49 11.11  6.34 291 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 21 28 999 99.0 99.0  0.47 11.11  6.04 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 21 58 999 99.0 99.0  0.49 10.53  6.32 285 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 22 28 999 99.0 99.0  0.49  9.88  6.23 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 02 22 58 999 99.0 99.0  0.51 11.11  5.99 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 23 28 999 99.0 99.0  0.52 11.76  6.03 288 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 02 23 58 999 99.0 99.0  0.53  9.09  5.92 285 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 00 28 999 99.0 99.0  0.49 10.53  5.60 288 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 00 58 999 99.0 99.0  0.50  9.88  6.06 288 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 01 28 999 99.0 99.0  0.49 10.53  5.91 291 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 01 58 999 99.0 99.0  0.48 11.76  5.79 288 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 02 28 999 99.0 99.0  0.47  9.88  5.96 287 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 02 58 999 99.0 99.0  0.47 12.50  6.38 287 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 03 28 999 99.0 99.0  0.46 10.53  6.19 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 03 58 999 99.0 99.0  0.45 10.53  6.59 284 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 04 28 999 99.0 99.0  0.48  9.09  7.01 282 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 04 58 999 99.0 99.0  0.48 11.76  7.19 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 05 28 999 99.0 99.0  0.49 11.76  7.50 285 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 05 58 999 99.0 99.0  0.47  9.88  7.21 282 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 06 28 999 99.0 99.0  0.45 11.76  7.05 291 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 06 58 999 99.0 99.0  0.43 12.50  7.00 289 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 07 28 999 99.0 99.0  0.44 12.50  6.98 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 07 58 999 99.0 99.0  0.43 15.38  6.43 294 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 08 28 999 99.0 99.0  0.45 11.76  6.48 285 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 08 58 999 99.0 99.0  0.44 15.38  6.51 299 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 09 28 999 99.0 99.0  0.43 11.11  6.42 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 09 58 999 99.0 99.0  0.45 11.11  6.57 288 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 10 28 999 99.0 99.0  0.47 11.76  6.81 291 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 10 58 999 99.0 99.0  0.46  8.33  6.45 285 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 11 28 999 99.0 99.0  0.44 11.76  6.56 285 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 11 58 999 99.0 99.0  0.44 14.29  6.82 292 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 12 28 999 99.0 99.0  0.44 15.38  6.71 295 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 12 58 999 99.0 99.0  0.42 14.29  6.38 288 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 13 28 999 99.0 99.0  0.42 11.11  6.88 285 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 13 58 999 99.0 99.0  0.43 15.38  6.84 298 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 14 28 999 99.0 99.0  0.50 15.38  7.62 294 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 14 58 999 99.0 99.0  0.44 14.29  7.09 298 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 15 28 999 99.0 99.0  0.43 11.11  7.13 287 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 15 58 999 99.0 99.0  0.42 10.53  7.05 292 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 16 28 999 99.0 99.0  0.45 14.29  7.46 291 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 16 58 999 99.0 99.0  0.42 15.38  7.22 296 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 17 28 999 99.0 99.0  0.43 15.38  7.20 294 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 17 58 999 99.0 99.0  0.39 14.29  7.21 291 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 03 18 28 999 99.0 99.0  0.41 14.29  7.33 296 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 03 18 58 999 99.0 99.0  0.39 14.29  7.64 294 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 03 19 28 999 99.0 99.0  0.38 14.29  6.99 294 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 03 19 58 999 99.0 99.0  0.37 14.29  7.38 295 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 03 20 28 999 99.0 99.0  0.38 14.29  7.42 295 9999.0 999.0  16.1 999.0 99.0 99.00
2019 01 03 20 58 999 99.0 99.0  0.41 14.29  8.18 292 9999.0 999.0  16.3 999.0 99.0 99.00
2019 01 03 21 28 999 99.0 99.0  0.42 14.29  7.75 301 9999.0 999.0  16.5 999.0 99.0 99.00
2019 01 03 21 58 999 99.0 99.0  0.39 14.29  7.07 291 9999.0 999.0  16.3 999.0 99.0 99.00
2019 01 03 22 28 999 99.0 99.0  0.43 13.33  8.19 289 9999.0 999.0  16.4 999.0 99.0 99.00
2019 01 03 22 58 999 99.0 99.0  0.40 14.29  6.94 291 9999.0 999.0  16.1 999.0 99.0 99.00
2019 01 03 23 28 999 99.0 99.0  0.39 14.29  7.39 289 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 03 23 58 999 99.0 99.0  0.37 14.29  6.96 294 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 00 28 999 99.0 99.0  0.43 13.33  7.71 294 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 00 58 999 99.0 99.0  0.43 13.33  7.60 292 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 01 28 999 99.0 99.0  0.40 14.29  7.37 294 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 01 58 999 99.0 99.0  0.42 14.29  7.66 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 02 28 999 99.0 99.0  0.39 14.29  7.12 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 02 58 999 99.0 99.0  0.43 13.33  7.08 287 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 03 28 999 99.0 99.0  0.44 14.29  7.72 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 03 58 999 99.0 99.0  0.46 14.29  7.73 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 04 28 999 99.0 99.0  0.46 13.33  7.42 289 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 04 58 999 99.0 99.0  0.44 13.33  7.48 295 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 05 28 999 99.0 99.0  0.45 14.29  7.31 294 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 05 58 999 99.0 99.0  0.52 13.33  8.56 292 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 06 28 999 99.0 99.0  0.45 13.33  7.82 294 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 06 58 999 99.0 99.0  0.44 14.29  7.97 294 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 07 28 999 99.0 99.0  0.42 14.29  8.03 294 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 07 58 999 99.0 99.0  0.43 14.29  8.14 295 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 08 28 999 99.0 99.0  0.40 13.33  7.88 296 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 08 58 999 99.0 99.0  0.38 14.29  7.63 291 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 09 28 999 99.0 99.0  0.39 12.50  7.84 292 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 09 58 999 99.0 99.0  0.43 13.33  8.36 294 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 10 28 999 99.0 99.0  0.41 14.29  8.48 294 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 10 58 999 99.0 99.0  0.41 13.33  8.31 289 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 11 28 999 99.0 99.0  0.39 13.33  7.78 292 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 11 58 999 99.0 99.0  0.40 12.50  8.00 292 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 12 28 999 99.0 99.0  0.43 13.33  8.29 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 12 58 999 99.0 99.0  0.42 13.33  7.78 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 13 28 999 99.0 99.0  0.43 12.50  7.80 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 13 58 999 99.0 99.0  0.44 12.50  7.48 291 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 14 28 999 99.0 99.0  0.47 12.50  7.45 289 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 14 58 999 99.0 99.0  0.46 13.33  6.83 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 15 28 999 99.0 99.0  0.44 14.29  6.45 296 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 15 58 999 99.0 99.0  0.48 12.50  7.02 291 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 16 28 999 99.0 99.0  0.45 12.50  6.84 289 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 16 58 999 99.0 99.0  0.47 12.50  7.60 289 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 17 28 999 99.0 99.0  0.43 12.50  7.05 291 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 17 58 999 99.0 99.0  0.42 14.29  7.58 292 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 04 18 28 999 99.0 99.0  0.41 14.29  7.73 294 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 18 58 999 99.0 99.0  0.43 12.50  7.96 291 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 19 28 999 99.0 99.0  0.41 14.29  7.54 295 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 19 58 999 99.0 99.0  0.38 13.33  7.52 289 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 20 28 999 99.0 99.0  0.42 12.50  8.56 292 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 20 58 999 99.0 99.0  0.39 11.76  8.14 289 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 04 21 28 999 99.0 99.0  0.39 12.50  8.14 289 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 04 21 58 999 99.0 99.0  0.38 13.33  8.42 291 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 22 28 999 99.0 99.0  0.33 12.50  7.58 289 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 04 22 58 999 99.0 99.0  0.35 13.33  8.03 289 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 23 28 999 99.0 99.0  0.38 13.33  8.77 292 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 23 58 999 99.0 99.0  0.40 13.33  8.97 291 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 05 00 28 999 99.0 99.0  0.35 14.29  8.58 292 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 05 00 58 999 99.0 99.0  0.33 14.29  8.08 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 01 28 999 99.0 99.0  0.43 13.33  9.28 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 01 58 999 99.0 99.0  0.36 16.67  8.79 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 02 28 999 99.0 99.0  0.39 15.38  8.87 294 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 02 58 999 99.0 99.0  0.40 15.38  9.27 292 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 05 03 28 999 99.0 99.0  0.42 12.50  9.39 291 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 05 03 58 999 99.0 99.0  0.39 11.76  9.18 288 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 04 28 999 99.0 99.0  0.42 13.33  9.33 288 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 04 58 999 99.0 99.0  0.42 15.38  9.34 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 05 28 999 99.0 99.0  0.43 14.29  9.26 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 05 58 999 99.0 99.0  0.46 12.50  9.94 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 06 28 999 99.0 99.0  0.38 12.50  8.93 289 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 06 58 999 99.0 99.0  0.38 13.33  9.18 291 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 05 07 28 999 99.0 99.0  0.43 13.33  9.98 289 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 05 07 58 999 99.0 99.0  0.41 13.33  9.58 291 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 05 08 28 999 99.0 99.0  0.41 15.38  9.97 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 08 58 999 99.0 99.0  0.40 15.38  9.72 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 09 28 999 99.0 99.0  0.41 15.38 10.01 295 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 09 58 999 99.0 99.0  0.39 15.38  9.65 294 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 10 28 999 99.0 99.0  0.44 12.50 10.41 291 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 10 58 999 99.0 99.0  0.39 13.33  9.77 289 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 11 28 999 99.0 99.0  0.41 13.33  9.73 289 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 11 58 999 99.0 99.0  0.41 15.38  9.80 296 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 12 28 999 99.0 99.0  0.40 15.38  9.47 294 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 12 58 999 99.0 99.0  0.46 12.50 10.01 288 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 13 28 999 99.0 99.0  0.42 12.50  9.22 292 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 05 13 58 999 99.0 99.0  0.43 14.29  9.04 295 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 14 28 999 99.0 99.0  0.42 15.38  9.12 289 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 14 58 999 99.0 99.0  0.40 15.38  8.84 294 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 15 28 999 99.0 99.0  0.43 14.29  9.17 295 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 15 58 999 99.0 99.0  0.42 14.29  8.81 289 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 16 28 999 99.0 99.0  0.44 15.38  9.30 288 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 16 58 999 99.0 99.0  0.48 13.33  9.22 287 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 17 28 999 99.0 99.0  0.44 13.33  9.32 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 17 58 999 99.0 99.0  0.41 15.38  8.98 289 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 18 28 999 99.0 99.0  0.45 14.29  9.81 294 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 18 58 999 99.0 99.0  0.46 13.33 10.26 294 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 19 28 999 99.0 99.0  0.45 15.38 10.28 296 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 19 58 999 99.0 99.0  0.44 15.38 10.66 295 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 20 28 999 99.0 99.0  0.47 14.29 10.71 292 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 20 58 999 99.0 99.0  0.46 13.33 10.47 288 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 21 28 999 99.0 99.0  0.49 15.38  8.58 292 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 05 21 58 999 99.0 99.0  0.52 15.38  7.88 298 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 22 28 999 99.0 99.0  0.50 15.38  7.31 301 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 22 58 999 99.0 99.0  0.50 15.38  8.59 298 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 23 28 999 99.0 99.0  0.43 14.29  8.99 296 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 05 23 58 999 99.0 99.0  0.47 15.38  9.51 295 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 06 00 28 999 99.0 99.0  0.45 15.38  9.24 294 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 06 00 58 999 99.0 99.0  0.55 14.29  9.72 295 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 06 01 28 999 99.0 99.0  0.54 13.33  8.98 292 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 06 01 58 999 99.0 99.0  0.53 14.29  8.96 294 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 06 02 28 999 99.0 99.0  0.56 15.38  9.28 294 9999.0 999.0  15.6 999.0 99.0 99.00
