#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 01 01 14 18 999 99.0 99.0  0.45  3.85  4.34 294 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 01 14 48 999 99.0 99.0  0.43 11.11  4.48 282 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 01 15 18 999 99.0 99.0  0.42 11.11  4.57 284 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 01 15 48 999 99.0 99.0  0.40 11.11  4.63 280 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 01 16 18 999 99.0 99.0  0.41 10.53  4.92 282 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 01 16 48 999 99.0 99.0  0.38  9.88  4.79 284 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 01 17 18 999 99.0 99.0  0.36 11.11  5.09 284 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 01 17 48 999 99.0 99.0  0.40 10.53  5.52 289 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 01 18 18 999 99.0 99.0  0.37 11.11  5.13 285 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 01 18 48 999 99.0 99.0  0.36  9.88  5.08 284 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 01 19 18 999 99.0 99.0  0.36  9.88  5.18 277 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 01 19 48 999 99.0 99.0  0.36 10.53  4.86 281 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 01 20 18 999 99.0 99.0  0.39  9.88  5.44 281 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 01 20 48 999 99.0 99.0  0.36  9.88  5.26 275 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 01 21 18 999 99.0 99.0  0.39 10.53  5.33 282 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 01 21 48 999 99.0 99.0  0.36 10.53  5.04 287 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 01 22 18 999 99.0 99.0  0.37 12.50  5.18 277 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 01 22 48 999 99.0 99.0  0.37  9.88  5.01 277 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 01 23 18 999 99.0 99.0  0.40  9.88  5.30 282 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 01 23 48 999 99.0 99.0  0.38  9.88  5.12 284 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 00 18 999 99.0 99.0  0.39  9.88  5.02 278 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 00 48 999 99.0 99.0  0.35 11.11  5.03 287 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 01 18 999 99.0 99.0  0.36 12.50  4.90 281 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 01 48 999 99.0 99.0  0.35  9.09  4.71 284 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 02 02 18 999 99.0 99.0  0.36 10.53  4.82 288 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 02 02 48 999 99.0 99.0  0.36  9.09  4.61 281 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 02 03 18 999 99.0 99.0  0.35  9.88  4.66 280 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 02 03 48 999 99.0 99.0  0.33  9.09  4.64 284 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 04 18 999 99.0 99.0  0.33  9.88  4.86 280 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 04 48 999 99.0 99.0  0.33 10.53  4.83 278 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 05 18 999 99.0 99.0  0.33 10.53  4.96 285 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 05 48 999 99.0 99.0  0.31  9.09  4.83 287 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 06 18 999 99.0 99.0  0.31 12.50  4.90 280 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 06 48 999 99.0 99.0  0.30  9.09  4.85 285 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 07 18 999 99.0 99.0  0.29 11.76  4.71 271 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 07 48 999 99.0 99.0  0.28  9.88  4.76 278 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 08 18 999 99.0 99.0  0.28 15.38  4.87 285 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 08 48 999 99.0 99.0  0.29 11.76  4.69 274 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 09 18 999 99.0 99.0  0.34 15.38  4.47 289 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 09 48 999 99.0 99.0  0.36 11.76  4.28 274 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 10 18 999 99.0 99.0  0.36  3.85  4.25 282 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 10 48 999 99.0 99.0  0.35  3.85  4.26 277 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 11 18 999 99.0 99.0  0.34  4.00  4.25 277 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 11 48 999 99.0 99.0  0.34 12.50  4.37 275 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 12 18 999 99.0 99.0  0.35  3.85  4.30 280 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 02 12 48 999 99.0 99.0  0.37 12.50  4.45 275 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 13 18 999 99.0 99.0  0.35 11.76  4.65 270 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 13 48 999 99.0 99.0  0.36  3.70  4.38 288 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 14 18 999 99.0 99.0  0.32 16.67  4.44 296 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 15 18 999 99.0 99.0  0.32 15.38  4.84 291 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 15 48 999 99.0 99.0  0.30 12.50  5.10 277 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 02 16 18 999 99.0 99.0  0.28 15.38  5.21 288 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 02 16 48 999 99.0 99.0  0.30 15.38  5.41 289 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 17 18 999 99.0 99.0  0.31 15.38  4.99 288 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 02 17 48 999 99.0 99.0  0.31 15.38  5.16 284 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 02 18 18 999 99.0 99.0  0.29 15.38  4.90 288 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 02 18 48 999 99.0 99.0  0.30 15.38  5.09 282 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 02 19 18 999 99.0 99.0  0.28 15.38  4.72 295 9999.0 999.0  16.7 999.0 99.0 99.00
2018 01 02 19 48 999 99.0 99.0  0.29 15.38  4.87 288 9999.0 999.0  16.9 999.0 99.0 99.00
2018 01 02 20 18 999 99.0 99.0  0.29 15.38  4.95 289 9999.0 999.0  16.8 999.0 99.0 99.00
2018 01 02 20 48 999 99.0 99.0  0.30 15.38  4.93 287 9999.0 999.0  16.9 999.0 99.0 99.00
2018 01 02 21 18 999 99.0 99.0  0.30 15.38  5.32 289 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 02 21 48 999 99.0 99.0  0.29 15.38  4.85 288 9999.0 999.0  16.7 999.0 99.0 99.00
2018 01 02 22 18 999 99.0 99.0  0.30 15.38  4.54 289 9999.0 999.0  16.7 999.0 99.0 99.00
2018 01 02 23 18 999 99.0 99.0  0.32 15.38  3.82 289 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 02 23 48 999 99.0 99.0  0.36 15.38  4.10 288 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 03 00 18 999 99.0 99.0  0.33 14.29  3.80 301 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 03 00 48 999 99.0 99.0  0.34 15.38  3.86 291 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 01 18 999 99.0 99.0  0.34 14.29  4.12 292 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 01 48 999 99.0 99.0  0.34 14.29  4.35 294 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 02 18 999 99.0 99.0  0.35 14.29  4.32 294 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 03 18 999 99.0 99.0  0.33 14.29  4.16 291 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 03 48 999 99.0 99.0  0.34 14.29  4.31 294 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 04 18 999 99.0 99.0  0.33 14.29  4.42 292 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 04 48 999 99.0 99.0  0.33 13.33  4.32 294 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 05 18 999 99.0 99.0  0.33 14.29  4.35 285 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 05 48 999 99.0 99.0  0.35 13.33  4.29 285 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 06 18 999 99.0 99.0  0.35 14.29  4.39 289 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 06 48 999 99.0 99.0  0.36 13.33  3.95 288 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 07 18 999 99.0 99.0  0.39 14.29  3.92 287 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 07 48 999 99.0 99.0  0.43 14.29  4.09 289 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 08 18 999 99.0 99.0  0.46  3.70  3.93 299 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 08 48 999 99.0 99.0  0.48  3.70  4.17 302 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 09 18 999 99.0 99.0  0.52  4.17  4.29 309 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 09 48 999 99.0 99.0  0.53  4.35  4.30 305 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 10 18 999 99.0 99.0  0.50  4.17  4.30 308 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 10 48 999 99.0 99.0  0.48 14.29  4.63 287 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 11 18 999 99.0 99.0  0.46  4.00  4.44 298 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 11 48 999 99.0 99.0  0.43 14.29  4.53 288 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 12 18 999 99.0 99.0  0.40 12.50  4.74 287 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 12 48 999 99.0 99.0  0.41 13.33  4.85 287 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 13 18 999 99.0 99.0  0.38 13.33  4.88 289 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 13 48 999 99.0 99.0  0.38 13.33  4.93 288 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 03 14 18 999 99.0 99.0  0.40 13.33  5.44 292 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 14 48 999 99.0 99.0  0.38 12.50  5.47 289 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 15 18 999 99.0 99.0  0.41 12.50  6.32 289 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 15 48 999 99.0 99.0  0.35 12.50  5.89 295 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 16 18 999 99.0 99.0  0.37 12.50  6.05 292 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 16 48 999 99.0 99.0  0.38 13.33  6.41 291 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 17 18 999 99.0 99.0  0.37 13.33  6.41 292 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 17 48 999 99.0 99.0  0.38 13.33  6.81 287 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 19 18 999 99.0 99.0  0.37 11.76  6.02 289 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 19 48 999 99.0 99.0  0.41 13.33  6.59 288 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 03 20 18 999 99.0 99.0  0.41 11.11  6.33 285 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 03 20 48 999 99.0 99.0  0.42 12.50  6.88 288 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 21 18 999 99.0 99.0  0.37 11.76  6.90 287 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 03 21 48 999 99.0 99.0  0.41 12.50  7.57 288 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 03 22 18 999 99.0 99.0  0.43 11.11  7.59 288 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 03 23 18 999 99.0 99.0  0.38 12.50  7.24 288 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 03 23 48 999 99.0 99.0  0.38 11.11  7.08 282 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 04 00 18 999 99.0 99.0  0.39 11.11  7.55 284 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 04 00 48 999 99.0 99.0  0.43 12.50  6.79 287 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 04 01 18 999 99.0 99.0  0.40 10.53  6.25 284 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 04 01 48 999 99.0 99.0  0.42 11.11  6.23 288 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 04 02 18 999 99.0 99.0  0.42 11.11  6.33 284 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 04 03 18 999 99.0 99.0  0.45 12.50  6.65 284 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 04 03 48 999 99.0 99.0  0.39 10.53  6.33 280 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 04 04 18 999 99.0 99.0  0.42 10.53  6.98 281 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 04 48 999 99.0 99.0  0.44 11.11  7.50 277 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 04 05 18 999 99.0 99.0  0.41 11.76  7.28 285 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 05 48 999 99.0 99.0  0.45 11.76  7.58 284 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 04 06 18 999 99.0 99.0  0.43 11.76  7.65 280 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 04 07 18 999 99.0 99.0  0.43 10.53  7.96 275 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 07 48 999 99.0 99.0  0.45  9.88  7.85 281 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 08 18 999 99.0 99.0  0.45 11.11  8.19 280 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 08 48 999 99.0 99.0  0.46 11.76  8.27 284 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 09 18 999 99.0 99.0  0.41 11.76  8.36 284 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 04 09 48 999 99.0 99.0  0.45 11.11  8.82 280 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 10 18 999 99.0 99.0  0.40 11.11  8.72 280 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 04 11 18 999 99.0 99.0  0.42 11.11  8.54 280 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 11 48 999 99.0 99.0  0.36 11.11  8.23 280 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 12 18 999 99.0 99.0  0.39 11.76  8.13 282 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 12 48 999 99.0 99.0  0.40 11.76  8.33 282 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 13 18 999 99.0 99.0  0.40 11.11  8.37 281 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 13 48 999 99.0 99.0  0.38 11.11  8.20 278 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 14 18 999 99.0 99.0  0.41 10.53  8.09 280 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 15 18 999 99.0 99.0  0.42 11.11  8.35 278 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 15 48 999 99.0 99.0  0.43 12.50  8.20 285 9999.0 999.0  15.8 999.0 99.0 99.00
2018 01 04 16 18 999 99.0 99.0  0.44 10.53  8.32 271 9999.0 999.0  15.8 999.0 99.0 99.00
2018 01 04 16 48 999 99.0 99.0  0.43 10.53  8.56 271 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 17 18 999 99.0 99.0  0.42 13.33  8.13 287 9999.0 999.0  15.9 999.0 99.0 99.00
2018 01 04 17 48 999 99.0 99.0  0.47 10.53  8.21 278 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 04 18 18 999 99.0 99.0  0.46 10.53  8.42 273 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 04 18 48 999 99.0 99.0  0.49 13.33  8.74 281 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 19 18 999 99.0 99.0  0.50 11.76  8.58 285 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 04 19 48 999 99.0 99.0  0.47 11.76  8.63 282 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 04 20 18 999 99.0 99.0  0.49 12.50  8.92 288 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 04 20 48 999 99.0 99.0  0.50 11.76  8.82 280 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 04 21 18 999 99.0 99.0  0.51 12.50  9.03 285 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 04 21 48 999 99.0 99.0  0.49 13.33  9.00 288 9999.0 999.0  17.0 999.0 99.0 99.00
2018 01 04 22 18 999 99.0 99.0  0.51 13.33  9.36 295 9999.0 999.0  17.2 999.0 99.0 99.00
2018 01 04 23 18 999 99.0 99.0  0.51 13.33  9.58 294 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 04 23 48 999 99.0 99.0  0.49 10.53  9.06 281 9999.0 999.0  16.8 999.0 99.0 99.00
2018 01 05 00 18 999 99.0 99.0  0.50 13.33  8.90 292 9999.0 999.0  16.7 999.0 99.0 99.00
2018 01 05 00 48 999 99.0 99.0  0.56 12.50  9.51 289 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 05 01 18 999 99.0 99.0  0.56 13.33  9.42 289 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 01 48 999 99.0 99.0  0.56 16.67  9.18 291 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 05 02 18 999 99.0 99.0  0.59 16.67  9.59 296 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 03 18 999 99.0 99.0  0.56 12.50  9.43 292 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 05 03 48 999 99.0 99.0  0.57 15.38  9.53 296 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 04 18 999 99.0 99.0  0.60 16.67  9.69 298 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 05 04 48 999 99.0 99.0  0.60 11.76  9.66 287 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 05 18 999 99.0 99.0  0.57 15.38  9.28 295 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 05 48 999 99.0 99.0  0.58 15.38  9.55 295 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 06 18 999 99.0 99.0  0.56 14.29  8.97 287 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 06 48 999 99.0 99.0  0.62 16.67  9.75 287 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 07 18 999 99.0 99.0  0.62 15.38  9.73 289 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 07 48 999 99.0 99.0  0.58 12.50  9.01 287 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 05 08 18 999 99.0 99.0  0.57 14.29  9.27 292 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 05 08 48 999 99.0 99.0  0.58 12.50  9.55 287 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 09 18 999 99.0 99.0  0.54 13.33  9.54 288 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 09 48 999 99.0 99.0  0.55 11.76  9.57 282 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 10 18 999 99.0 99.0  0.56 15.38  9.85 291 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 05 10 48 999 99.0 99.0  0.57 14.29  9.89 289 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 11 18 999 99.0 99.0  0.53 15.38  9.54 287 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 11 48 999 99.0 99.0  0.51 15.38  9.11 294 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 12 18 999 99.0 99.0  0.59 14.29  9.70 291 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 12 48 999 99.0 99.0  0.59 14.29  8.69 289 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 13 18 999 99.0 99.0  0.53 14.29  8.12 292 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 05 13 48 999 99.0 99.0  0.56 14.29  8.00 292 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 05 14 18 999 99.0 99.0  0.62 13.33  8.30 287 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 14 48 999 99.0 99.0  0.63 14.29  8.39 291 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 15 18 999 99.0 99.0  0.62 14.29  8.26 289 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 15 48 999 99.0 99.0  0.69 15.38  8.88 292 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 16 18 999 99.0 99.0  0.67 14.29  8.51 289 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 16 48 999 99.0 99.0  0.70 14.29  8.80 291 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 17 18 999 99.0 99.0  0.67 14.29  8.42 291 9999.0 999.0  16.0 999.0 99.0 99.00
2018 01 05 17 48 999 99.0 99.0  0.70 14.29  8.88 294 9999.0 999.0  16.1 999.0 99.0 99.00
2018 01 05 18 18 999 99.0 99.0  0.62 15.38  8.18 289 9999.0 999.0  16.2 999.0 99.0 99.00
2018 01 05 19 18 999 99.0 99.0  0.70 13.33  8.81 289 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 19 48 999 99.0 99.0  0.67 13.33  9.02 284 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 20 18 999 99.0 99.0  0.61 12.50  7.51 288 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 05 20 48 999 99.0 99.0  0.71 13.33  7.48 287 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 05 21 18 999 99.0 99.0  0.72 14.29  7.90 292 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 05 21 48 999 99.0 99.0  0.66 13.33  7.25 289 9999.0 999.0  16.7 999.0 99.0 99.00
2018 01 05 22 18 999 99.0 99.0  0.65 14.29  7.63 292 9999.0 999.0  16.8 999.0 99.0 99.00
2018 01 05 22 48 999 99.0 99.0  0.61 13.33  7.30 289 9999.0 999.0  16.6 999.0 99.0 99.00
2018 01 05 23 18 999 99.0 99.0  0.62 14.29  7.08 294 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 05 23 48 999 99.0 99.0  0.62 14.29  6.16 298 9999.0 999.0  16.5 999.0 99.0 99.00
2018 01 06 00 18 999 99.0 99.0  0.65 12.50  5.94 291 9999.0 999.0  16.4 999.0 99.0 99.00
2018 01 06 00 48 999 99.0 99.0  0.68 13.33  5.80 292 9999.0 999.0  16.3 999.0 99.0 99.00
2018 01 06 01 18 999 99.0 99.0  0.71 14.29  5.87 291 9999.0 999.0  16.3 999.0 99.0 99.00
